Aya Text,Sura Number,Sura Name,Aya Number,Number of Ayat,Aya Words,Aya Word Count,Aya Letter Count,Aya Sequ Order,Order,Sura Name EN,Place,Note
إن الذين ءامنوا والذين هادوا والنصرى والصبٔين من ءامن بالله واليوم الءاخر وعمل صلحا فلهم أجرهم عند ربهم ولا خوف عليهم ولا هم يحزنون,2,البقرة,62,286,"['إن', 'الذين', 'ءامنوا', 'والذين', 'هادوا', 'والنصرى', 'والصبٔين', 'من', 'ءامن', 'بالله', 'واليوم', 'الءاخر', 'وعمل', 'صلحا', 'فلهم', 'أجرهم', 'عند', 'ربهم', 'ولا', 'خوف', 'عليهم', 'ولا', 'هم', 'يحزنون']",24,131,69,87,Al-Baqara,Medina,Except 281 from Mina at the time of the Last Hajj
وإذ أخذنا ميثقكم ورفعنا فوقكم الطور خذوا ما ءاتينكم بقوة واذكروا ما فيه لعلكم تتقون,2,البقرة,63,286,"['وإذ', 'أخذنا', 'ميثقكم', 'ورفعنا', 'فوقكم', 'الطور', 'خذوا', 'ما', 'ءاتينكم', 'بقوة', 'واذكروا', 'ما', 'فيه', 'لعلكم', 'تتقون']",15,83,70,87,Al-Baqara,Medina,Except 281 from Mina at the time of the Last Hajj
ثم توليتم من بعد ذلك فلولا فضل الله عليكم ورحمته لكنتم من الخسرين,2,البقرة,64,286,"['ثم', 'توليتم', 'من', 'بعد', 'ذلك', 'فلولا', 'فضل', 'الله', 'عليكم', 'ورحمته', 'لكنتم', 'من', 'الخسرين']",13,65,71,87,Al-Baqara,Medina,Except 281 from Mina at the time of the Last Hajj
ولقد علمتم الذين اعتدوا منكم فى السبت فقلنا لهم كونوا قردة خسٔين,2,البقرة,65,286,"['ولقد', 'علمتم', 'الذين', 'اعتدوا', 'منكم', 'فى', 'السبت', 'فقلنا', 'لهم', 'كونوا', 'قردة', 'خسٔين']",12,64,72,87,Al-Baqara,Medina,Except 281 from Mina at the time of the Last Hajj
فجعلنها نكلا لما بين يديها وما خلفها وموعظة للمتقين,2,البقرة,66,286,"['فجعلنها', 'نكلا', 'لما', 'بين', 'يديها', 'وما', 'خلفها', 'وموعظة', 'للمتقين']",9,51,73,87,Al-Baqara,Medina,Except 281 from Mina at the time of the Last Hajj
وإذ قال موسى لقومه إن الله يأمركم أن تذبحوا بقرة قالوا أتتخذنا هزوا قال أعوذ بالله أن أكون من الجهلين,2,البقرة,67,286,"['وإذ', 'قال', 'موسى', 'لقومه', 'إن', 'الله', 'يأمركم', 'أن', 'تذبحوا', 'بقرة', 'قالوا', 'أتتخذنا', 'هزوا', 'قال', 'أعوذ', 'بالله', 'أن', 'أكون', 'من', 'الجهلين']",20,101,74,87,Al-Baqara,Medina,Except 281 from Mina at the time of the Last Hajj
قالوا ادع لنا ربك يبين لنا ما هى قال إنه يقول إنها بقرة لا فارض ولا بكر عوان بين ذلك فافعلوا ما تؤمرون,2,البقرة,68,286,"['قالوا', 'ادع', 'لنا', 'ربك', 'يبين', 'لنا', 'ما', 'هى', 'قال', 'إنه', 'يقول', 'إنها', 'بقرة', 'لا', 'فارض', 'ولا', 'بكر', 'عوان', 'بين', 'ذلك', 'فافعلوا', 'ما', 'تؤمرون']",23,102,75,87,Al-Baqara,Medina,Except 281 from Mina at the time of the Last Hajj
قالوا ادع لنا ربك يبين لنا ما لونها قال إنه يقول إنها بقرة صفراء فاقع لونها تسر النظرين,2,البقرة,69,286,"['قالوا', 'ادع', 'لنا', 'ربك', 'يبين', 'لنا', 'ما', 'لونها', 'قال', 'إنه', 'يقول', 'إنها', 'بقرة', 'صفراء', 'فاقع', 'لونها', 'تسر', 'النظرين']",18,87,76,87,Al-Baqara,Medina,Except 281 from Mina at the time of the Last Hajj
قالوا ادع لنا ربك يبين لنا ما هى إن البقر تشبه علينا وإنا إن شاء الله لمهتدون,2,البقرة,70,286,"['قالوا', 'ادع', 'لنا', 'ربك', 'يبين', 'لنا', 'ما', 'هى', 'إن', 'البقر', 'تشبه', 'علينا', 'وإنا', 'إن', 'شاء', 'الله', 'لمهتدون']",17,77,77,87,Al-Baqara,Medina,Except 281 from Mina at the time of the Last Hajj
قال إنه يقول إنها بقرة لا ذلول تثير الأرض ولا تسقى الحرث مسلمة لا شية فيها قالوا الٔن جئت بالحق فذبحوها وما كادوا يفعلون,2,البقرة,71,286,"['قال', 'إنه', 'يقول', 'إنها', 'بقرة', 'لا', 'ذلول', 'تثير', 'الأرض', 'ولا', 'تسقى', 'الحرث', 'مسلمة', 'لا', 'شية', 'فيها', 'قالوا', 'الٔن', 'جئت', 'بالحق', 'فذبحوها', 'وما', 'كادوا', 'يفعلون']",24,120,78,87,Al-Baqara,Medina,Except 281 from Mina at the time of the Last Hajj
وإذ قتلتم نفسا فادرٔتم فيها والله مخرج ما كنتم تكتمون,2,البقرة,72,286,"['وإذ', 'قتلتم', 'نفسا', 'فادرٔتم', 'فيها', 'والله', 'مخرج', 'ما', 'كنتم', 'تكتمون']",10,53,79,87,Al-Baqara,Medina,Except 281 from Mina at the time of the Last Hajj
فقلنا اضربوه ببعضها كذلك يحى الله الموتى ويريكم ءايته لعلكم تعقلون,2,البقرة,73,286,"['فقلنا', 'اضربوه', 'ببعضها', 'كذلك', 'يحى', 'الله', 'الموتى', 'ويريكم', 'ءايته', 'لعلكم', 'تعقلون']",11,66,80,87,Al-Baqara,Medina,Except 281 from Mina at the time of the Last Hajj
ثم قست قلوبكم من بعد ذلك فهى كالحجارة أو أشد قسوة وإن من الحجارة لما يتفجر منه الأنهر وإن منها لما يشقق فيخرج منه الماء وإن منها لما يهبط من خشية الله وما الله بغفل عما تعملون,2,البقرة,74,286,"['ثم', 'قست', 'قلوبكم', 'من', 'بعد', 'ذلك', 'فهى', 'كالحجارة', 'أو', 'أشد', 'قسوة', 'وإن', 'من', 'الحجارة', 'لما', 'يتفجر', 'منه', 'الأنهر', 'وإن', 'منها', 'لما', 'يشقق', 'فيخرج', 'منه', 'الماء', 'وإن', 'منها', 'لما', 'يهبط', 'من', 'خشية', 'الله', 'وما', 'الله', 'بغفل', 'عما', 'تعملون']",37,175,81,87,Al-Baqara,Medina,Except 281 from Mina at the time of the Last Hajj
أفتطمعون أن يؤمنوا لكم وقد كان فريق منهم يسمعون كلم الله ثم يحرفونه من بعد ما عقلوه وهم يعلمون,2,البقرة,75,286,"['أفتطمعون', 'أن', 'يؤمنوا', 'لكم', 'وقد', 'كان', 'فريق', 'منهم', 'يسمعون', 'كلم', 'الله', 'ثم', 'يحرفونه', 'من', 'بعد', 'ما', 'عقلوه', 'وهم', 'يعلمون']",19,94,82,87,Al-Baqara,Medina,Except 281 from Mina at the time of the Last Hajj
وإذا لقوا الذين ءامنوا قالوا ءامنا وإذا خلا بعضهم إلى بعض قالوا أتحدثونهم بما فتح الله عليكم ليحاجوكم به عند ربكم أفلا تعقلون,2,البقرة,76,286,"['وإذا', 'لقوا', 'الذين', 'ءامنوا', 'قالوا', 'ءامنا', 'وإذا', 'خلا', 'بعضهم', 'إلى', 'بعض', 'قالوا', 'أتحدثونهم', 'بما', 'فتح', 'الله', 'عليكم', 'ليحاجوكم', 'به', 'عند', 'ربكم', 'أفلا', 'تعقلون']",23,125,83,87,Al-Baqara,Medina,Except 281 from Mina at the time of the Last Hajj
أولا يعلمون أن الله يعلم ما يسرون وما يعلنون,2,البقرة,77,286,"['أولا', 'يعلمون', 'أن', 'الله', 'يعلم', 'ما', 'يسرون', 'وما', 'يعلنون']",9,44,84,87,Al-Baqara,Medina,Except 281 from Mina at the time of the Last Hajj
ومنهم أميون لا يعلمون الكتب إلا أمانى وإن هم إلا يظنون,2,البقرة,78,286,"['ومنهم', 'أميون', 'لا', 'يعلمون', 'الكتب', 'إلا', 'أمانى', 'وإن', 'هم', 'إلا', 'يظنون']",11,54,85,87,Al-Baqara,Medina,Except 281 from Mina at the time of the Last Hajj
فويل للذين يكتبون الكتب بأيديهم ثم يقولون هذا من عند الله ليشتروا به ثمنا قليلا فويل لهم مما كتبت أيديهم وويل لهم مما يكسبون,2,البقرة,79,286,"['فويل', 'للذين', 'يكتبون', 'الكتب', 'بأيديهم', 'ثم', 'يقولون', 'هذا', 'من', 'عند', 'الله', 'ليشتروا', 'به', 'ثمنا', 'قليلا', 'فويل', 'لهم', 'مما', 'كتبت', 'أيديهم', 'وويل', 'لهم', 'مما', 'يكسبون']",24,124,86,87,Al-Baqara,Medina,Except 281 from Mina at the time of the Last Hajj
وقالوا لن تمسنا النار إلا أياما معدودة قل أتخذتم عند الله عهدا فلن يخلف الله عهده أم تقولون على الله ما لا تعلمون,2,البقرة,80,286,"['وقالوا', 'لن', 'تمسنا', 'النار', 'إلا', 'أياما', 'معدودة', 'قل', 'أتخذتم', 'عند', 'الله', 'عهدا', 'فلن', 'يخلف', 'الله', 'عهده', 'أم', 'تقولون', 'على', 'الله', 'ما', 'لا', 'تعلمون']",23,113,87,87,Al-Baqara,Medina,Except 281 from Mina at the time of the Last Hajj
بلى من كسب سيئة وأحطت به خطئته فأولئك أصحب النار هم فيها خلدون,2,البقرة,81,286,"['بلى', 'من', 'كسب', 'سيئة', 'وأحطت', 'به', 'خطئته', 'فأولئك', 'أصحب', 'النار', 'هم', 'فيها', 'خلدون']",13,63,88,87,Al-Baqara,Medina,Except 281 from Mina at the time of the Last Hajj
والذين ءامنوا وعملوا الصلحت أولئك أصحب الجنة هم فيها خلدون,2,البقرة,82,286,"['والذين', 'ءامنوا', 'وعملوا', 'الصلحت', 'أولئك', 'أصحب', 'الجنة', 'هم', 'فيها', 'خلدون']",10,58,89,87,Al-Baqara,Medina,Except 281 from Mina at the time of the Last Hajj
وإذ أخذنا ميثق بنى إسرءيل لا تعبدون إلا الله وبالولدين إحسانا وذى القربى واليتمى والمسكين وقولوا للناس حسنا وأقيموا الصلوة وءاتوا الزكوة ثم توليتم إلا قليلا منكم وأنتم معرضون,2,البقرة,83,286,"['وإذ', 'أخذنا', 'ميثق', 'بنى', 'إسرءيل', 'لا', 'تعبدون', 'إلا', 'الله', 'وبالولدين', 'إحسانا', 'وذى', 'القربى', 'واليتمى', 'والمسكين', 'وقولوا', 'للناس', 'حسنا', 'وأقيموا', 'الصلوة', 'وءاتوا', 'الزكوة', 'ثم', 'توليتم', 'إلا', 'قليلا', 'منكم', 'وأنتم', 'معرضون']",29,174,90,87,Al-Baqara,Medina,Except 281 from Mina at the time of the Last Hajj
وإذ أخذنا ميثقكم لا تسفكون دماءكم ولا تخرجون أنفسكم من ديركم ثم أقررتم وأنتم تشهدون,2,البقرة,84,286,"['وإذ', 'أخذنا', 'ميثقكم', 'لا', 'تسفكون', 'دماءكم', 'ولا', 'تخرجون', 'أنفسكم', 'من', 'ديركم', 'ثم', 'أقررتم', 'وأنتم', 'تشهدون']",15,83,91,87,Al-Baqara,Medina,Except 281 from Mina at the time of the Last Hajj
ثم أنتم هؤلاء تقتلون أنفسكم وتخرجون فريقا منكم من ديرهم تظهرون عليهم بالإثم والعدون وإن يأتوكم أسرى تفدوهم وهو محرم عليكم إخراجهم أفتؤمنون ببعض الكتب وتكفرون ببعض فما جزاء من يفعل ذلك منكم إلا خزى فى الحيوة الدنيا ويوم القيمة يردون إلى أشد العذاب وما الله بغفل عما تعملون,2,البقرة,85,286,"['ثم', 'أنتم', 'هؤلاء', 'تقتلون', 'أنفسكم', 'وتخرجون', 'فريقا', 'منكم', 'من', 'ديرهم', 'تظهرون', 'عليهم', 'بالإثم', 'والعدون', 'وإن', 'يأتوكم', 'أسرى', 'تفدوهم', 'وهو', 'محرم', 'عليكم', 'إخراجهم', 'أفتؤمنون', 'ببعض', 'الكتب', 'وتكفرون', 'ببعض', 'فما', 'جزاء', 'من', 'يفعل', 'ذلك', 'منكم', 'إلا', 'خزى', 'فى', 'الحيوة', 'الدنيا', 'ويوم', 'القيمة', 'يردون', 'إلى', 'أشد', 'العذاب', 'وما', 'الله', 'بغفل', 'عما', 'تعملون']",49,271,92,87,Al-Baqara,Medina,Except 281 from Mina at the time of the Last Hajj
أولئك الذين اشتروا الحيوة الدنيا بالءاخرة فلا يخفف عنهم العذاب ولا هم ينصرون,2,البقرة,86,286,"['أولئك', 'الذين', 'اشتروا', 'الحيوة', 'الدنيا', 'بالءاخرة', 'فلا', 'يخفف', 'عنهم', 'العذاب', 'ولا', 'هم', 'ينصرون']",13,76,93,87,Al-Baqara,Medina,Except 281 from Mina at the time of the Last Hajj
ولقد ءاتينا موسى الكتب وقفينا من بعده بالرسل وءاتينا عيسى ابن مريم البينت وأيدنه بروح القدس أفكلما جاءكم رسول بما لا تهوى أنفسكم استكبرتم ففريقا كذبتم وفريقا تقتلون,2,البقرة,87,286,"['ولقد', 'ءاتينا', 'موسى', 'الكتب', 'وقفينا', 'من', 'بعده', 'بالرسل', 'وءاتينا', 'عيسى', 'ابن', 'مريم', 'البينت', 'وأيدنه', 'بروح', 'القدس', 'أفكلما', 'جاءكم', 'رسول', 'بما', 'لا', 'تهوى', 'أنفسكم', 'استكبرتم', 'ففريقا', 'كذبتم', 'وفريقا', 'تقتلون']",28,164,94,87,Al-Baqara,Medina,Except 281 from Mina at the time of the Last Hajj
وقالوا قلوبنا غلف بل لعنهم الله بكفرهم فقليلا ما يؤمنون,2,البقرة,88,286,"['وقالوا', 'قلوبنا', 'غلف', 'بل', 'لعنهم', 'الله', 'بكفرهم', 'فقليلا', 'ما', 'يؤمنون']",10,55,95,87,Al-Baqara,Medina,Except 281 from Mina at the time of the Last Hajj
ولما جاءهم كتب من عند الله مصدق لما معهم وكانوا من قبل يستفتحون على الذين كفروا فلما جاءهم ما عرفوا كفروا به فلعنة الله على الكفرين,2,البقرة,89,286,"['ولما', 'جاءهم', 'كتب', 'من', 'عند', 'الله', 'مصدق', 'لما', 'معهم', 'وكانوا', 'من', 'قبل', 'يستفتحون', 'على', 'الذين', 'كفروا', 'فلما', 'جاءهم', 'ما', 'عرفوا', 'كفروا', 'به', 'فلعنة', 'الله', 'على', 'الكفرين']",26,131,96,87,Al-Baqara,Medina,Except 281 from Mina at the time of the Last Hajj
بئسما اشتروا به أنفسهم أن يكفروا بما أنزل الله بغيا أن ينزل الله من فضله على من يشاء من عباده فباءو بغضب على غضب وللكفرين عذاب مهين,2,البقرة,90,286,"['بئسما', 'اشتروا', 'به', 'أنفسهم', 'أن', 'يكفروا', 'بما', 'أنزل', 'الله', 'بغيا', 'أن', 'ينزل', 'الله', 'من', 'فضله', 'على', 'من', 'يشاء', 'من', 'عباده', 'فباءو', 'بغضب', 'على', 'غضب', 'وللكفرين', 'عذاب', 'مهين']",27,131,97,87,Al-Baqara,Medina,Except 281 from Mina at the time of the Last Hajj
وإذا قيل لهم ءامنوا بما أنزل الله قالوا نؤمن بما أنزل علينا ويكفرون بما وراءه وهو الحق مصدقا لما معهم قل فلم تقتلون أنبياء الله من قبل إن كنتم مؤمنين,2,البقرة,91,286,"['وإذا', 'قيل', 'لهم', 'ءامنوا', 'بما', 'أنزل', 'الله', 'قالوا', 'نؤمن', 'بما', 'أنزل', 'علينا', 'ويكفرون', 'بما', 'وراءه', 'وهو', 'الحق', 'مصدقا', 'لما', 'معهم', 'قل', 'فلم', 'تقتلون', 'أنبياء', 'الله', 'من', 'قبل', 'إن', 'كنتم', 'مؤمنين']",30,149,98,87,Al-Baqara,Medina,Except 281 from Mina at the time of the Last Hajj
ولقد جاءكم موسى بالبينت ثم اتخذتم العجل من بعده وأنتم ظلمون,2,البقرة,92,286,"['ولقد', 'جاءكم', 'موسى', 'بالبينت', 'ثم', 'اتخذتم', 'العجل', 'من', 'بعده', 'وأنتم', 'ظلمون']",11,59,99,87,Al-Baqara,Medina,Except 281 from Mina at the time of the Last Hajj
